gene_id	entrezgene_id	external_gene_name	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Condition	Control	Call
ENSG00000128294	8459	TPST2	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]	189.865464762256	0.262603239065924	0.131276584278455	2.00038141233861	0.045459093960472	0.107483789957387	drug	control	NO
ENSG00000249590	.	AC004832.3	novel SEC14-like 2 (S. cerevisiae) (SEC14L2) and mitochondrial protein 18 kDa (MTP18) protein	66.1205824959507	-0.435920794958297	0.221583971550236	-1.96729389724594	0.0491493382147392	0.115232482032876	drug	control	NO
ENSG00000166862	10369	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]	208.902419036337	-0.232014182356054	0.118902972486336	-1.95129000986679	0.0510225567935936	0.118627444545105	drug	control	NO
ENSG00000188677	29780	PARVB	parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]	573.927345601848	0.156925743217648	0.0813674292093463	1.92860638147854	0.0537797462213067	0.123868755657446	drug	control	NO
ENSG00000099985	5008	OSM	oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]	132.074067300212	-0.318742713292111	0.165536255200133	-1.92551603216318	0.0541648322229693	0.123868755657446	drug	control	NO
ENSG00000093000	10762	NUP50	nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]	301.998030297299	0.27000092547906	0.147661347137574	1.82851457550028	0.0674723602033757	0.15304706094912	drug	control	NO
ENSG00000100271	25809	TTLL1	tubulin tyrosine ligase like 1 [Source:HGNC Symbol;Acc:HGNC:1312]	40.5118413499651	0.413847247108393	0.22775671548455	1.81705837401079	0.0692081756135668	0.155718395130525	drug	control	NO
ENSG00000100099	89781	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844]	374.497736395496	-0.185326597717993	0.1026589669291	-1.80526458878147	0.0710332881049567	0.158546299050263	drug	control	NO
ENSG00000100345	4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]	152.774589513038	0.270612339267389	0.152678392341115	1.77243377479889	0.0763225794177323	0.168999997282122	drug	control	NO
ENSG00000128408	26150	RIBC2	RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]	220.663809432988	-0.245457590171289	0.139497022039343	-1.75959018037003	0.0784773176726207	0.172402926225678	drug	control	NO
ENSG00000211659	.	IGLV3-25	immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:HGNC:5908]	57.0750449214857	-0.411319221702196	0.236641789945444	-1.73815124453303	0.0821841673991689	0.178277884066721	drug	control	NO
ENSG00000100097	3956	LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	144.319057282785	-0.283121750746119	0.163017208220805	-1.73675990305658	0.0824295592996666	0.178277884066721	drug	control	NO
ENSG00000187860	550631	CCDC157	coiled-coil domain containing 157 [Source:HGNC Symbol;Acc:HGNC:33854]	458.194003720177	0.148876166837737	0.0862609039062443	1.72588229540869	0.084368590471979	0.181067974936017	drug	control	NO
ENSG00000100038	8940	TOP3B	DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]	200.981297237673	0.221647349081801	0.129684718986221	1.70912464332325	0.0874278636752663	0.186201327980147	drug	control	NO
ENSG00000100403	23264	ZC3H7B	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]	669.450413268312	0.157055731262932	0.093726606606186	1.67567926493742	0.093801033430238	0.197328228608117	drug	control	NO
ENSG00000100342	8542	APOL1	apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]	562.361529076303	-0.177994129774129	0.106746189226984	-1.667451841261	0.095424592885518	0.197328228608117	drug	control	NO
ENSG00000177989	440836	ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	156.94161304096	0.236345991334708	0.14198065363435	1.66463518292697	0.0959855616443344	0.197328228608117	drug	control	NO
ENSG00000099958	91319	DERL3	derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236]	145.078107730194	0.284913199191856	0.171158351087878	1.66461757419931	0.0959890769019984	0.197328228608117	drug	control	NO
ENSG00000184113	7122	CLDN5	claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047]	178.140522062729	-0.233951551142036	0.140668981952293	-1.66313531167361	0.0962853528668221	0.197328228608117	drug	control	NO
ENSG00000100083	26088	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]	188.471507856715	0.197743051635423	0.119115716584165	1.66009202904557	0.0968959402125881	0.197328228608117	drug	control	NO
ENSG00000243156	57553	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]	564.300632970783	-0.143659930700834	0.0871069539557921	-1.64923607331905	0.0990992803745532	0.200352892931162	drug	control	NO
ENSG00000138892	164714	TTLL8	tubulin tyrosine ligase like 8 [Source:HGNC Symbol;Acc:HGNC:34000]	483.447794252513	0.149905220714133	0.091517851810292	1.63798884861144	0.101424020037938	0.200400391825397	drug	control	NO
ENSG00000133433	653689	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33437]	6.11373983034804	0.418640634940893	0.255656887325933	1.63750970810802	0.101524012139154	0.200400391825397	drug	control	NO
ENSG00000186732	758	MPPED1	metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1306]	391.091173065457	-0.233054720520291	0.142828948118011	-1.63170508213596	0.10274162894144	0.200400391825397	drug	control	NO
ENSG00000100297	4174	MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]	178.622938323635	-0.25729308407286	0.157745571432153	-1.63106375498803	0.102876867566778	0.200400391825397	drug	control	NO
ENSG00000100380	6767	ST13	ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]	227.832278459402	0.212170385708963	0.130146032272082	1.63024859079378	0.103048968043714	0.200400391825397	drug	control	NO
ENSG00000100100	113791	PIK3IP1	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]	263.772231196795	0.258674588494381	0.159086175685947	1.62600293444122	0.10394903111705	0.200400391825397	drug	control	NO
ENSG00000175329	91464	ISX	intestine specific homeobox [Source:HGNC Symbol;Acc:HGNC:28084]	182.348227805352	0.26690845707906	0.164245752210031	1.62505546406916	0.104150741271263	0.200400391825397	drug	control	NO
ENSG00000099899	27037	TRMT2A	tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974]	67.2849688145161	-0.383690091329743	0.24124228583885	-1.59047610577711	0.111727527405428	0.213506713329551	drug	control	NO
ENSG00000198951	4668	NAGA	alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]	286.957445617052	0.19358606998585	0.123186472643795	1.57148805247166	0.116069327429227	0.220294845937103	drug	control	NO
ENSG00000241484	23779	ARHGAP8	Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]	398.743269930209	0.296063459604959	0.191022145006576	1.54989077101384	0.121167735146471	0.228417554769362	drug	control	NO
ENSG00000205856	150297	C22orf42	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	136.869768381039	-0.217097240555427	0.141047350643062	-1.53917985389757	0.12376039447698	0.230409359820265	drug	control	NO
ENSG00000100266	11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]	174.068903889477	-0.248388258987246	0.161426680273369	-1.53870635614021	0.123875999903368	0.230409359820265	drug	control	NO
ENSG00000286070	2678	GGT1	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]	600.248488191089	-0.152896825582946	0.0998991071609778	-1.53051243327498	0.125889938300269	0.232604587985266	drug	control	NO
ENSG00000185264	339669	TEX33	testis expressed 33 [Source:HGNC Symbol;Acc:HGNC:28568]	320.848705268753	0.180281138089544	0.120291377179816	1.49870375014539	0.133950503419893	0.245869674040461	drug	control	NO
ENSG00000128218	29802	VPREB3	V-set pre-B cell surrogate light chain 3 [Source:HGNC Symbol;Acc:HGNC:12710]	72.0662266029967	0.306122681805239	0.206107848649419	1.48525484988173	0.137476327212235	0.2506921260929	drug	control	NO
ENSG00000159496	266747	RGL4	ral guanine nucleotide dissociation stimulator like 4 [Source:HGNC Symbol;Acc:HGNC:31911]	122.252534868547	0.253963039168276	0.175808974516491	1.4445396764683	0.148587227408095	0.269193743161419	drug	control	NO
ENSG00000186951	5465	PPARA	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]	385.628187982831	0.152736132098952	0.107186765684423	1.42495326847193	0.154170710001066	0.277507278001919	drug	control	NO
ENSG00000251322	85358	SHANK3	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]	1007.42655592085	0.102518587260568	0.0721488289257417	1.42093210363933	0.155336498887853	0.277813353780199	drug	control	NO
ENSG00000185721	4733	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]	178.260139709217	-0.191577989546817	0.136088022849838	-1.40775055390588	0.159204946515709	0.282918344445113	drug	control	NO
ENSG00000100033	5625	PRODH	proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]	331.58413924517	0.207134497333717	0.148245794531525	1.39723691986195	0.162342337805557	0.286667799036394	drug	control	NO
ENSG00000206140	645426	TMEM191C	transmembrane protein 191C [Source:HGNC Symbol;Acc:HGNC:33601]	80.2042606465634	-0.324902947000124	0.237755852053961	-1.36654027311338	0.171769449242068	0.300629405829757	drug	control	NO
ENSG00000161133	373856	USP41	ubiquitin specific peptidase 41 [Source:HGNC Symbol;Acc:HGNC:20070]	338.26545244498	-0.155297864541149	0.113811349942668	-1.36452001157512	0.172403960332477	0.300629405829757	drug	control	NO
ENSG00000211639	.	IGLV4-60	immunoglobulin lambda variable 4-60 [Source:HGNC Symbol;Acc:HGNC:5920]	88.2797315202665	0.262989170782762	0.195438526002752	1.34563627838177	0.178419845846783	0.309187186281071	drug	control	NO
ENSG00000100393	2033	EP300	E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]	1586.6865498344	0.235822372711205	0.177723495828812	1.32690599862134	0.184539779808858	0.316186512695833	drug	control	NO
ENSG00000100014	23384	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022]	2251.89159762789	-0.109209990821601	0.0823390537941062	-1.3263449819898	0.184725453653838	0.316186512695833	drug	control	NO
ENSG00000184571	440822	PIWIL3	piwi like RNA-mediated gene silencing 3 [Source:HGNC Symbol;Acc:HGNC:18443]	443.210952339363	-0.113256432662306	0.0861638060827033	-1.31443163680116	0.188700989790104	0.321021805801458	drug	control	NO
ENSG00000100413	171568	POLR3H	RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]	169.693088857576	-0.190443451737484	0.146518175420443	-1.29979404391977	0.193671567428377	0.326440352558179	drug	control	NO
ENSG00000198062	23784	POTEH	POTE ankyrin domain family member H [Source:HGNC Symbol;Acc:HGNC:133]	268.188132049141	-0.163675104617265	0.126080628813116	-1.29817804811137	0.194226159586587	0.326440352558179	drug	control	NO
ENSG00000285025	.	AL022312.1	MIEF1 upstream open reading frame protein  [Source:UniProtKB/Swiss-Prot;Acc:L0R8F8]	40.4798922321574	-0.285020499566537	0.221248337969386	-1.28823792387527	0.197663154394309	0.330227665125822	drug	control	NO
ENSG00000133460	66035	SLC2A11	solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239]	263.314330028053	-0.212105815651759	0.167822521038611	-1.26386979732571	0.206276763907676	0.34256676863239	drug	control	NO
ENSG00000075240	23151	GRAMD4	GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]	305.727008608729	-0.219347617074356	0.175709028262973	-1.24835712338055	0.211900303531571	0.349823578019576	drug	control	NO
ENSG00000185133	27124	INPP5J	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]	384.024150637617	0.158185688757085	0.128931964457698	1.22689272146307	0.219862914585288	0.360833842172326	drug	control	NO
ENSG00000184459	254240	BPIFC	BPI fold containing family C [Source:HGNC Symbol;Acc:HGNC:16503]	309.260771628004	-0.165743515195854	0.136363555624917	-1.2154531644199	0.224193301578586	0.365789070996641	drug	control	NO
ENSG00000211681	.	IGLJ5	immunoglobulin lambda joining 5 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5867]	2.36352010431247	0.267089706581263	0.228613762301366	1.16830108516904	0.242685337802013	0.391310403020337	drug	control	NO
ENSG00000167065	150290	DUSP18	dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:HGNC:18484]	317.1083146836	0.116936123751007	0.10020346204581	1.16698686216597	0.243215675169609	0.391310403020337	drug	control	NO
ENSG00000128322	3543	IGLL1	immunoglobulin lambda like polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:5870]	126.050569373531	0.174593809207323	0.149873575214572	1.16494057713216	0.244043047044941	0.391310403020337	drug	control	NO
ENSG00000100344	80339	PNPLA3	patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]	264.480715949132	-0.1559721295421	0.139256201409759	-1.12003722608485	0.262697898955884	0.418632044577532	drug	control	NO
ENSG00000217442	644186	SYCE3	synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245]	121.506612900386	0.176537718517436	0.158759152398666	1.1119845114449	0.266144809853538	0.418632044577532	drug	control	NO
ENSG00000100218	27156	RSPH14	radial spoke head 14 homolog [Source:HGNC Symbol;Acc:HGNC:13437]	172.097336850024	0.170414037904242	0.15339805971745	1.11092694534816	0.266599796082292	0.418632044577532	drug	control	NO
ENSG00000100364	23313	KIAA0930	KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]	680.508962042122	0.0823956602721616	0.0742435503537123	1.10980226402982	0.267084243493909	0.418632044577532	drug	control	NO
ENSG00000198125	4151	MB	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]	424.114399490721	0.0964234047827512	0.0881986792877417	1.09325225231749	0.27428306074274	0.427513820934215	drug	control	NO
ENSG00000100299	410	ARSA	arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]	41.1509767873397	0.271227227524421	0.259027929912292	1.04709645641788	0.29505509350802	0.457335394937431	drug	control	NO
ENSG00000242259	128977	C22orf39	chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012]	129.115098814886	-0.171247772980211	0.166517420937694	-1.02840755048859	0.303758158298808	0.468223901466119	drug	control	NO
ENSG00000130487	113730	KLHDC7B	kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145]	1097.04013101088	0.089751740403715	0.0890296484985877	1.0081106902847	0.313401326111614	0.480433901017254	drug	control	NO
ENSG00000128165	79924	ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	101.508450251859	0.192315832201475	0.192962463698815	0.996648925988274	0.318934948728821	0.486245085766891	drug	control	NO
ENSG00000278195	6753	SSTR3	somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]	231.638721955575	-0.128518117039927	0.131220506169664	-0.979405740698458	0.327379541741786	0.496407022532382	drug	control	NO
ENSG00000186716	613	BCR	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	783.23914308038	0.0670818558850612	0.0704340425403287	0.952406726429935	0.340890749453426	0.514100103229761	drug	control	NO
ENSG00000284194	9997	SCO2	SCO cytochrome c oxidase assembly protein 2 [Source:HGNC Symbol;Acc:HGNC:10604]	165.567416523756	-0.141844992715344	0.150316900726167	-0.943639684094761	0.345353805866548	0.515824759880569	drug	control	NO
ENSG00000099917	51586	MED15	mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]	511.253358606831	-0.136219306967124	0.144468441596022	-0.942900092658543	0.345732007518517	0.515824759880569	drug	control	NO
ENSG00000100242	25777	SUN2	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]	75.5778968165222	0.22211571985001	0.240199683685366	0.92471279080016	0.355115324265016	0.525581746048913	drug	control	NO
ENSG00000182944	2130	EWSR1	EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]	933.120998530695	0.0777319351753893	0.0842222248100765	0.922938515940145	0.356039247323457	0.525581746048913	drug	control	NO
ENSG00000079974	11158	RABL2B	RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]	373.011101710627	0.0930432004618025	0.101969084831228	0.912464798676979	0.361524091922781	0.529354710280582	drug	control	NO
ENSG00000285404	.	Z82190.2	novel protein, DEPDC5-YWHAH readthrough	4.11704093060103	0.0916019641892348	0.100570782819387	0.910820833061834	0.36238978374047	0.529354710280582	drug	control	NO
ENSG00000242114	51537	MTFP1	mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]	105.22248093268	-0.159002026142814	0.175660917163446	-0.905164499368223	0.365378246109864	0.529788327450051	drug	control	NO
ENSG00000100121	91227	GGTLC2	gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596]	312.520589999066	0.130622073490392	0.144640934735641	0.903078189650314	0.366484398558638	0.529788327450051	drug	control	NO
ENSG00000100209	150274	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913]	99.5431121708829	0.15549054560781	0.174948094078977	0.888781020601556	0.374120777934808	0.536840750757893	drug	control	NO
ENSG00000093072	51816	ADA2	adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]	421.413080200622	-0.118014470047942	0.133147485647585	-0.886343962666359	0.375432205848558	0.536840750757893	drug	control	NO
ENSG00000211682	.	IGLJ6	immunoglobulin lambda joining 6 [Source:HGNC Symbol;Acc:HGNC:5868]	2.01112206357256	0.196424178442827	0.222403928185809	0.883186641733788	0.377135437808412	0.536840750757893	drug	control	NO
ENSG00000099968	23786	BCL2L13	BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]	187.686840292304	0.129130964436421	0.148412944777539	0.870078850803607	0.384257314599521	0.543033929308819	drug	control	NO
ENSG00000128309	4357	MPST	mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]	281.657163695396	-0.113420973732303	0.130665085663293	-0.868028158834827	0.385378917574001	0.543033929308819	drug	control	NO
ENSG00000184117	8508	NIPSNAP1	nipsnap homolog 1 [Source:HGNC Symbol;Acc:HGNC:7827]	309.052845415648	0.112464018054603	0.131641971840439	0.854317331184609	0.392929186902163	0.548746472882107	drug	control	NO
ENSG00000100353	8664	EIF3D	eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]	74.3251882950543	0.178697168105478	0.209363018433979	0.853527855311412	0.393366647227317	0.548746472882107	drug	control	NO
ENSG00000277971	.	AC007731.4	novel protein	33.2865602625202	-0.236256040946633	0.2825047115457	-0.836290622035926	0.402991427621416	0.558452627841365	drug	control	NO
ENSG00000100425	23774	BRD1	bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]	1316.09409089007	0.0530656983831102	0.0636342621471011	0.833917084800009	0.404327709046436	0.558452627841365	drug	control	NO
ENSG00000188636	84247	RTL6	retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]	127.544584084485	-0.172786113530263	0.214299849552331	-0.806282010422362	0.420080260836509	0.575786583169287	drug	control	NO
ENSG00000239282	652968	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:34423]	145.004592288071	-0.171623193506694	0.213281700335027	-0.804678475636233	0.42100524360765	0.575786583169287	drug	control	NO
ENSG00000099960	6545	SLC7A4	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	396.99761075714	0.0730255320582694	0.0915109958503521	0.79799734862123	0.424872028734421	0.578240468375139	drug	control	NO
ENSG00000100029	23481	PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	815.246958657543	0.0638596958241498	0.0803980314381027	0.794294271661545	0.427024138069828	0.578348225832437	drug	control	NO
ENSG00000128340	5880	RAC2	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]	115.923205843315	0.14623218552916	0.185769503987259	0.787170027321542	0.431182340412533	0.58115880664298	drug	control	NO
ENSG00000276950	25774	GSTT4	glutathione S-transferase theta 4 [Source:HGNC Symbol;Acc:HGNC:26930]	155.929321724225	-0.10467638151308	0.138314507019522	-0.756799729606858	0.449169854851887	0.602492257229214	drug	control	NO
ENSG00000099991	23523	CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]	214.593245275632	0.0952544578594695	0.128484007984637	0.741372092555355	0.458467860759787	0.612021689722395	drug	control	NO
ENSG00000054611	25771	TBC1D22A	TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]	702.125697196014	-0.0569204687749006	0.0780809465462873	-0.728993067997165	0.466005902805272	0.617157724260328	drug	control	NO
ENSG00000138964	64098	PARVG	parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654]	327.183029290955	-0.0995426649889584	0.13677302669493	-0.727794561503612	0.46673935418971	0.617157724260328	drug	control	NO
ENSG00000184381	8398	PLA2G6	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]	2741.71705173558	0.0424199761759557	0.0597932039096649	0.70944477636695	0.47804850963096	0.626200098031673	drug	control	NO
ENSG00000099957	9127	P2RX6	purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538]	581.723338448223	-0.0780069495811961	0.109959483444314	-0.709415387720521	0.478066741508052	0.626200098031673	drug	control	NO
ENSG00000185339	6948	TCN2	transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]	733.967849030662	-0.0535387982071262	0.0762921969974567	-0.701759817048013	0.482828962070213	0.629482618773782	drug	control	NO
ENSG00000100036	339665	SLC35E4	solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]	131.323002120809	-0.102939795668858	0.148351774755271	-0.693889883276917	0.487751268512062	0.632942343790072	drug	control	NO
ENSG00000100142	5435	POLR2F	RNA polymerase II subunit F [Source:HGNC Symbol;Acc:HGNC:9193]	259.719857616512	-0.1156243602512	0.174752592944817	-0.661646035133294	0.50819809720018	0.6564225422169	drug	control	NO
ENSG00000100060	4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]	202.60131057071	0.0983230702516113	0.153389809050417	0.641001321145749	0.521521824602394	0.667757605355299	drug	control	NO
ENSG00000273899	79159	NOL12	nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]	113.720234058186	-0.12207824001996	0.190558440848559	-0.640634125029279	0.52176042282242	0.667757605355299	drug	control	NO
ENSG00000274602	.	PI4KAP1	phosphatidylinositol 4-kinase alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33576]	0.360468514688678	-0.0572162174460852	0.0933707568508528	-0.612785195020753	0.540018381399566	0.687968622878899	drug	control	NO
ENSG00000184983	4700	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]	175.368422092169	0.0785828228146174	0.133484962316634	0.588701689319989	0.556061404474313	0.70518696294697	drug	control	NO
ENSG00000100276	10633	RASL10A	RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]	72.8924103505302	-0.157151791016641	0.269487201380991	-0.583151222808781	0.55979150386178	0.70670511121012	drug	control	NO
ENSG00000128346	84645	C22orf23	chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589]	101.526579117018	0.12164118102826	0.216991586744755	0.560580172038398	0.575083771538224	0.722740415581822	drug	control	NO
ENSG00000128394	200316	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]	58.965370491163	0.108526844077773	0.197144525495035	0.550493825812607	0.581980710527926	0.727431441532379	drug	control	NO
ENSG00000100162	79019	CENPM	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]	114.167519447524	-0.0924616346356972	0.169330076821625	-0.546043776576667	0.585035845863853	0.727431441532379	drug	control	NO
ENSG00000159307	80274	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]	208.853917651734	-0.0617685669795348	0.113604874569688	-0.543714054643355	0.586638259300306	0.727431441532379	drug	control	NO
ENSG00000275004	140883	ZNF280B	zinc finger protein 280B [Source:HGNC Symbol;Acc:HGNC:23022]	318.754331501697	-0.0694239531051299	0.129461519234143	-0.536251648488463	0.591784642448843	0.728166057618105	drug	control	NO
ENSG00000100372	10478	SLC25A17	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	123.688061126218	-0.0990027116215796	0.184952132919252	-0.53528829356514	0.592450519997527	0.728166057618105	drug	control	NO
ENSG00000188064	7477	WNT7B	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]	195.416986135461	0.0826409411063041	0.155856237775414	0.530238264992565	0.595946743657395	0.729250620528128	drug	control	NO
ENSG00000244752	1415	CRYBB2	crystallin beta B2 [Source:HGNC Symbol;Acc:HGNC:2398]	126.878294399246	-0.105657440915494	0.201854966432897	-0.523432456394963	0.600673342851747	0.731824727753876	drug	control	NO
ENSG00000077942	2192	FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	1108.96969957078	-0.0326168191364151	0.0643409894437667	-0.506936859665824	0.612199121904136	0.739902574628254	drug	control	NO
ENSG00000100330	8897	MTMR3	myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]	1462.38609887036	-0.0278278014933054	0.0549571058591278	-0.506354930054664	0.612607508025543	0.739902574628254	drug	control	NO
ENSG00000182858	79087	ALG12	ALG12 alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]	116.539721315168	-0.089027385606253	0.179912641090728	-0.494836744469541	0.620715364690366	0.746463735985397	drug	control	NO
ENSG00000100335	54471	MIEF1	mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:25979]	254.058369642052	0.0633196097319573	0.134150538251428	0.472004142191978	0.636923831986941	0.762668451177495	drug	control	NO
ENSG00000184058	6899	TBX1	T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]	200.996282359988	-0.0629528617017292	0.13851842595842	-0.454472834687178	0.649488539886843	0.774390182172774	drug	control	NO
ENSG00000100167	55964	SEPTIN3	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]	225.093660452084	0.0634437937689239	0.147435969684964	0.430314216432316	0.66696708705556	0.791443270491711	drug	control	NO
ENSG00000070413	9993	DGCR2	DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]	208.834456702817	0.0894259098848618	0.209485767384361	0.426882985901303	0.669464558552128	0.791443270491711	drug	control	NO
ENSG00000131100	529	ATP6V1E1	ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]	99.9657565817101	-0.0714033238539953	0.170080331320465	-0.419821170970423	0.674616097740531	0.794168317593284	drug	control	NO
ENSG00000185838	54584	GNB1L	G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397]	121.706964857458	-0.0633364302193309	0.158073261902977	-0.400677694993135	0.688657434805274	0.805315150478844	drug	control	NO
